iter	Passed	Remaining
478	291	2091
479	292	2091
480	293	2091
481	293	2090
482	294	2090
483	295	2089
484	295	2089
485	296	2089
486	297	2088
487	297	2088
488	298	2088
489	299	2088
490	299	2088
491	300	2088
492	301	2087
493	301	2086
494	302	2086
495	302	2085
496	303	2085
497	304	2084
498	304	2084
499	305	2083
500	305	2082
501	306	2081
502	306	2080
503	307	2079
504	308	2078
505	308	2077
506	309	2076
507	309	2075
508	310	2074
509	310	2074
510	311	2073
511	312	2072
512	312	2072
513	313	2071
514	313	2070
515	314	2069
516	315	2068
517	315	2068
518	316	2067
519	316	2066
520	317	2066
521	318	2065
522	318	2064
523	319	2064
524	319	2063
525	320	2062
526	320	2061
527	321	2061
528	322	2060
529	322	2059
530	323	2059
531	324	2059
532	324	2058
533	325	2058
534	326	2058
535	327	2061
536	327	2060
537	328	2059
538	329	2059
539	329	2058
540	330	2057
541	330	2057
542	331	2056
543	332	2055
544	332	2055
545	333	2054
546	333	2053
547	335	2058
548	335	2057
549	336	2056
550	336	2055
551	337	2054
552	338	2053
553	338	2053
554	339	2052
555	339	2051
556	340	2051
557	341	2050
558	341	2049
559	342	2048
560	342	2048
561	343	2048
562	344	2047
563	344	2047
564	345	2046
565	346	2045
566	346	2045
567	347	2044
568	347	2043
569	348	2045
570	349	2044
571	350	2044
572	350	2044
573	351	2043
574	352	2043
575	352	2042
576	353	2045
577	354	2045
578	355	2044
579	356	2048
580	357	2052
581	358	2051
582	359	2051
583	359	2050
584	360	2049
585	360	2048
586	361	2048
587	362	2051
588	363	2050
589	364	2050
590	364	2049
591	365	2049
592	365	2048
593	366	2047
594	367	2046
595	367	2045
596	368	2044
597	368	2043
598	369	2043
599	370	2042
600	370	2042
601	371	2041
602	371	2040
603	372	2039
604	372	2038
605	373	2037
606	373	2036
607	375	2038
608	375	2037
609	376	2037
610	376	2036
611	377	2034
612	377	2033
613	378	2032
614	379	2032
615	379	2031
616	380	2030
617	382	2037
618	382	2036
619	383	2035
620	384	2035
621	384	2034
622	385	2033
623	385	2032
624	386	2031
625	386	2030
626	387	2029
627	388	2029
628	388	2028
629	389	2027
630	389	2025
631	390	2024
632	390	2024
633	391	2023
634	391	2022
635	392	2021
636	393	2020
637	393	2019
638	394	2019
639	394	2018
640	396	2020
641	396	2020
642	397	2019
643	397	2018
644	398	2017
645	398	2016
646	399	2015
647	400	2015
648	400	2014
649	401	2013
650	401	2013
651	402	2012
652	403	2011
653	403	2010
654	404	2009
655	404	2009
656	405	2008
657	405	2007
658	406	2006
659	407	2005
660	407	2004
661	408	2003
662	408	2003
663	409	2002
664	409	2001
665	410	2001
666	411	2001
667	412	2001
668	412	2000
669	413	1999
670	413	1999
671	414	1998
672	414	1997
673	415	1996
674	416	1996
675	416	1995
676	417	1994
677	417	1993
678	418	1992
679	419	1991
680	419	1990
681	420	1989
682	420	1988
683	421	1988
684	421	1987
685	422	1986
686	423	1985
687	423	1984
688	424	1984
689	424	1983
690	425	1982
691	425	1981
692	426	1980
693	427	1980
694	427	1979
695	428	1978
696	428	1977
697	429	1976
698	429	1975
699	430	1975
700	430	1974
701	431	1973
702	432	1972
703	432	1971
704	433	1970
705	433	1969
706	434	1968
707	434	1968
708	435	1967
709	436	1966
710	436	1966
711	437	1965
712	437	1964
713	438	1964
714	439	1963
715	439	1962
716	440	1961
717	440	1960
718	441	1959
719	441	1958
720	442	1957
721	442	1956
722	443	1956
723	444	1955
724	444	1955
725	445	1954
726	445	1953
727	446	1952
728	447	1952
729	447	1951
730	448	1950
731	448	1949
732	449	1949
733	449	1948
734	450	1947
735	451	1946
736	451	1945
737	452	1945
738	452	1944
739	453	1943
740	454	1946
741	455	1945
742	455	1944
743	456	1943
744	457	1943
745	457	1942
746	458	1941
747	458	1940
748	459	1939
749	459	1938
750	460	1937
751	461	1937
752	461	1936
753	462	1936
754	462	1935
755	463	1934
756	464	1934
757	464	1934
758	465	1933
759	466	1932
760	466	1932
761	467	1931
762	467	1930
763	468	1930
764	469	1929
765	469	1928
766	470	1927
767	470	1926
768	471	1928
769	472	1928
770	473	1927
771	473	1926
772	474	1925
773	474	1924
774	475	1923
775	475	1922
776	476	1921
777	476	1920
778	477	1920
779	478	1922
780	479	1922
781	480	1921
782	480	1920
783	481	1919
784	481	1919
785	482	1918
786	482	1917
787	483	1916
788	483	1915
789	484	1914
790	485	1913
791	485	1913
792	486	1912
793	486	1911
794	487	1910
795	488	1912
796	489	1912
797	489	1911
798	491	1913
799	491	1912
800	492	1911
801	492	1910
802	493	1910
803	493	1909
804	494	1908
805	495	1907
806	495	1906
807	496	1906
808	496	1905
809	497	1904
810	497	1903
811	498	1902
812	498	1901
813	499	1901
814	500	1900
815	500	1899
816	501	1898
817	501	1897
818	502	1897
819	502	1896
820	503	1895
821	504	1894
822	504	1894
823	505	1893
824	505	1893
825	506	1892
826	507	1891
827	507	1890
828	508	1890
829	508	1889
830	509	1888
831	509	1887
832	510	1887
833	511	1886
834	511	1885
835	512	1884
836	512	1883
837	513	1885
838	514	1884
839	515	1883
840	515	1883
841	516	1882
842	517	1882
843	517	1882
844	518	1881
845	519	1881
846	519	1880
847	520	1879
848	520	1879
849	521	1878
850	521	1877
851	522	1876
852	523	1876
853	523	1875
854	524	1874
855	524	1873
856	525	1873
857	526	1874
858	527	1873
859	527	1872
860	528	1872
861	528	1871
862	529	1870
863	529	1869
864	530	1868
865	531	1868
866	531	1867
867	532	1869
868	533	1868
869	534	1867
870	534	1867
871	535	1867
872	536	1866
873	536	1865
874	537	1865
875	537	1864
876	538	1864
877	539	1863
878	539	1862
879	540	1861
880	541	1861
881	541	1860
882	542	1860
883	542	1859
884	543	1858
885	543	1857
886	544	1857
887	545	1856
888	545	1855
889	546	1854
890	546	1853
891	547	1852
892	547	1852
893	548	1853
894	549	1852
895	550	1851
896	550	1850
897	551	1849
898	551	1849
899	552	1848
900	552	1847
901	553	1846
902	553	1846
903	554	1845
904	555	1844
905	555	1843
906	556	1843
907	556	1842
908	557	1841
909	557	1840
910	558	1840
911	559	1839
912	559	1838
913	560	1837
914	560	1836
915	561	1835
916	561	1834
917	562	1834
918	562	1833
919	563	1832
920	564	1831
921	564	1830
922	565	1830
923	565	1829
924	566	1828
925	566	1827
926	567	1826
927	567	1825
928	568	1825
929	568	1824
930	569	1823
931	570	1822
932	570	1821
933	571	1821
934	571	1820
935	572	1819
936	572	1818
937	573	1817
938	573	1816
939	574	1815
940	574	1815
941	575	1814
942	576	1813
943	576	1812
944	577	1812
945	577	1811
946	578	1810
947	579	1811
948	579	1810
949	580	1810
950	581	1811
951	582	1810
952	582	1809
953	583	1808
954	584	1810
955	585	1809
956	585	1809
957	586	1808
958	587	1807
959	587	1806
960	588	1806
961	588	1805
962	589	1804
963	589	1803
964	599	1829
965	599	1828
966	600	1827
967	600	1826
968	601	1826
969	601	1825
970	602	1824
971	603	1824
972	603	1823
973	604	1822
974	604	1821
975	605	1821
976	606	1821
977	606	1820
978	607	1820
979	608	1819
980	608	1818
981	609	1817
982	609	1816
983	610	1815
984	611	1816
985	611	1816
986	612	1815
987	613	1814
988	613	1813
989	614	1812
990	614	1811
991	615	1811
992	615	1810
993	616	1809
994	616	1808
995	617	1807
996	618	1806
997	618	1806
998	619	1805
999	619	1804
1000	620	1803
1001	620	1802
1002	621	1802
1003	621	1801
1004	622	1800
1005	622	1799
1006	623	1798
1007	624	1797
1008	624	1796
1009	625	1796
1010	625	1795
1011	626	1794
1012	626	1793
1013	627	1792
1014	627	1792
1015	628	1791
1016	629	1790
1017	629	1789
1018	630	1789
1019	631	1790
1020	632	1789
1021	632	1789
1022	633	1788
1023	633	1787
1024	634	1786
1025	635	1786
1026	635	1785
1027	636	1784
1028	636	1783
1029	637	1783
1030	637	1782
1031	638	1781
1032	638	1780
1033	640	1783
1034	641	1782
1035	641	1782
1036	642	1781
1037	643	1780
1038	643	1779
1039	644	1779
1040	644	1778
1041	645	1777
1042	646	1777
1043	646	1776
1044	647	1775
1045	647	1774
1046	648	1773
1047	648	1773
1048	649	1772
1049	649	1771
1050	650	1770
1051	651	1770
1052	651	1769
1053	652	1768
1054	652	1767
1055	653	1766
1056	653	1766
1057	654	1765
1058	655	1764
1059	663	1783
1060	663	1783
1061	664	1782
1062	664	1781
1063	665	1780
1064	665	1779
1065	666	1779
1066	666	1778
1067	667	1777
1068	668	1776
1069	668	1776
1070	669	1775
1071	669	1774
1072	670	1773
1073	670	1772
1074	671	1771
1075	671	1770
1076	672	1769
1077	672	1768
1078	673	1768
1079	673	1767
1080	674	1766
1081	675	1765
1082	675	1764
1083	676	1763
1084	676	1762
1085	677	1762
1086	677	1761
1087	678	1760
1088	678	1759
1089	679	1759
1090	680	1758
1091	680	1757
1092	681	1758
1093	682	1757
1094	683	1757
1095	683	1756
1096	684	1755
1097	684	1754
1098	685	1754
1099	685	1753
1100	686	1752
1101	686	1751
1102	687	1750
1103	688	1750
1104	688	1749
1105	689	1748
1106	689	1747
1107	690	1746
1108	690	1745
1109	691	1744
1110	691	1744
1111	692	1743
1112	693	1742
1113	693	1741
1114	694	1741
1115	694	1740
1116	695	1739
1117	695	1738
1118	696	1737
1119	696	1736
1120	697	1736
1121	697	1735
1122	698	1734
1123	698	1733
1124	699	1732
1125	699	1731
1126	700	1731
1127	701	1730
1128	701	1729
1129	702	1729
1130	702	1728
1131	703	1728
1132	704	1727
1133	704	1726
1134	705	1725
1135	705	1724
1136	706	1724
1137	706	1723
1138	708	1724
1139	709	1725
1140	710	1724
1141	710	1724
1142	711	1723
1143	712	1723
1144	712	1722
1145	713	1721
1146	713	1720
1147	714	1719
1148	714	1718
1149	715	1718
1150	715	1717
1151	716	1716
1152	717	1715
1153	717	1714
1154	718	1714
1155	718	1713
1156	719	1712
1157	719	1711
1158	720	1711
1159	720	1710
1160	721	1709
1161	722	1708
1162	722	1708
1163	723	1707
1164	723	1706
1165	724	1706
1166	725	1705
1167	725	1704
1168	726	1703
1169	727	1704
1170	727	1703
1171	728	1702
1172	728	1701
1173	729	1701
1174	729	1700
1175	730	1699
1176	731	1700
1177	732	1699
1178	732	1698
1179	733	1698
1180	734	1697
1181	734	1696
1182	735	1696
1183	735	1695
1184	736	1694
1185	737	1694
1186	737	1693
1187	738	1692
1188	738	1691
1189	740	1693
1190	740	1692
1191	741	1692
1192	742	1691
1193	742	1690
1194	743	1689
1195	744	1689
1196	745	1689
1197	745	1689
1198	746	1688
1199	746	1687
1200	747	1687
1201	748	1686
1202	748	1686
1203	749	1685
1204	750	1684
1205	750	1684
1206	751	1684
1207	752	1684
1208	753	1683
1209	753	1683
1210	754	1682
1211	755	1682
1212	757	1684
1213	758	1686
1214	759	1686
1215	760	1685
1216	760	1684
1217	761	1684
1218	762	1683
1219	762	1682
1220	763	1682
1221	763	1681
1222	764	1681
1223	765	1680
1224	765	1679
1225	766	1679
1226	766	1678
1227	767	1677
1228	768	1676
1229	768	1676
1230	769	1675
1231	769	1674
1232	770	1674
1233	771	1675
1234	772	1674
1235	773	1673
1236	773	1673
1237	774	1672
1238	774	1671
1239	775	1671
1240	776	1671
1241	777	1671
1242	778	1670
1243	778	1670
1244	779	1669
1245	779	1668
1246	780	1668
1247	781	1667
1248	781	1667
1249	782	1666
1250	783	1665
1251	783	1665
1252	784	1664
1253	784	1663
1254	785	1663
1255	786	1662
1256	786	1661
1257	787	1661
1258	788	1661
1259	788	1660
1260	789	1659
1261	790	1659
1262	790	1658
1263	791	1657
1264	791	1657
1265	792	1656
1266	793	1655
1267	793	1655
1268	794	1654
1269	795	1655
1270	796	1655
1271	797	1654
1272	797	1654
1273	798	1653
1274	799	1652
1275	799	1652
1276	800	1651
1277	801	1651
1278	801	1650
1279	802	1649
1280	803	1650
1281	804	1650
1282	805	1649
1283	805	1648
1284	806	1648
1285	806	1647
1286	807	1646
1287	807	1645
1288	808	1645
1289	809	1644
1290	809	1644
1291	810	1643
1292	811	1643
1293	812	1643
1294	812	1642
1295	813	1641
1296	813	1641
1297	814	1640
1298	815	1639
1299	815	1638
1300	816	1638
1301	816	1637
1302	817	1636
1303	818	1636
1304	818	1635
1305	819	1635
1306	820	1634
1307	820	1634
1308	821	1633
1309	822	1632
1310	822	1632
1311	823	1631
1312	823	1630
1313	824	1629
1314	824	1629
1315	825	1628
1316	826	1628
1317	826	1627
1318	827	1627
1319	828	1626
1320	829	1626
1321	829	1625
1322	830	1626
1323	831	1625
1324	832	1624
1325	832	1624
1326	833	1623
1327	834	1622
1328	835	1623
1329	835	1622
1330	836	1622
1331	837	1621
1332	837	1620
1333	838	1620
1334	838	1619
1335	839	1618
1336	840	1618
1337	840	1617
1338	841	1616
1339	842	1616
1340	842	1615
1341	843	1615
1342	844	1615
1343	845	1614
1344	845	1614
1345	846	1613
1346	847	1613
1347	847	1612
1348	848	1611
1349	848	1610
1350	849	1610
1351	850	1610
1352	851	1609
1353	851	1609
1354	852	1608
1355	852	1607
1356	853	1607
1357	854	1606
1358	854	1605
1359	855	1605
1360	855	1604
1361	856	1603
1362	857	1603
1363	857	1602
1364	859	1603
1365	859	1602
1366	860	1601
1367	861	1601
1368	861	1600
1369	862	1599
1370	862	1599
1371	863	1598
1372	864	1599
1373	865	1598
1374	865	1597
1375	866	1597
1376	867	1597
1377	868	1596
1378	868	1596
1379	869	1595
1380	870	1594
1381	870	1593
1382	871	1592
1383	871	1592
1384	873	1592
1385	873	1592
1386	874	1591
1387	875	1591
1388	875	1590
1389	876	1589
1390	876	1589
1391	877	1588
1392	878	1587
1393	878	1587
1394	879	1586
1395	879	1585
1396	881	1587
1397	882	1586
1398	883	1586
1399	883	1585
1400	884	1585
1401	885	1584
1402	885	1583
1403	886	1583
1404	886	1582
1405	887	1581
1406	887	1580
1407	888	1580
1408	889	1579
1409	889	1579
1410	890	1578
1411	891	1577
1412	891	1577
1413	892	1576
1414	892	1575
1415	893	1574
1416	893	1574
1417	894	1573
1418	895	1572
1419	896	1572
1420	896	1572
1421	897	1571
1422	898	1570
1423	898	1570
1424	899	1569
1425	899	1568
1426	900	1567
1427	900	1566
1428	901	1566
1429	901	1565
1430	902	1564
1431	902	1563
1432	903	1563
1433	904	1562
1434	904	1561
1435	905	1561
1436	906	1560
1437	906	1559
1438	907	1559
1439	908	1559
1440	909	1558
1441	909	1558
1442	910	1557
1443	910	1556
1444	911	1556
1445	912	1555
1446	912	1554
1447	913	1554
1448	914	1554
1449	915	1553
1450	915	1553
1451	916	1552
1452	916	1551
1453	917	1550
1454	918	1550
1455	918	1549
1456	919	1548
1457	919	1548
1458	920	1547
1459	920	1546
1460	921	1546
1461	922	1545
1462	922	1544
1463	923	1543
1464	923	1542
1465	925	1543
1466	925	1542
1467	926	1542
1468	926	1541
1469	927	1540
1470	927	1539
1471	928	1539
1472	929	1539
1473	930	1538
1474	930	1537
1475	931	1536
1476	931	1536
1477	932	1535
1478	932	1534
1479	933	1533
1480	933	1532
1481	934	1532
1482	935	1531
1483	935	1530
1484	936	1530
1485	937	1529
1486	938	1530
1487	938	1529
1488	939	1528
1489	940	1528
1490	941	1528
1491	941	1527
1492	942	1526
1493	943	1526
1494	943	1525
1495	944	1524
1496	944	1524
1497	945	1523
1498	945	1522
1499	946	1522
1500	947	1521
1501	947	1520
1502	948	1520
1503	949	1519
1504	949	1519
1505	950	1518
1506	951	1517
1507	951	1517
1508	952	1517
1509	953	1516
1510	954	1515
1511	954	1515
1512	955	1514
1513	955	1513
1514	956	1513
1515	956	1512
1516	957	1511
1517	958	1510
1518	958	1510
1519	959	1509
1520	960	1509
1521	960	1508
1522	961	1508
1523	962	1507
1524	962	1506
1525	963	1506
1526	963	1505
1527	965	1505
1528	965	1505
1529	966	1504
1530	967	1504
1531	967	1503
1532	968	1502
1533	969	1503
1534	970	1502
1535	971	1502
1536	971	1501
1537	972	1500
1538	972	1500
1539	973	1499
1540	974	1498
1541	974	1498
1542	975	1497
1543	976	1497
1544	976	1496
1545	977	1495
1546	978	1495
1547	979	1495
1548	980	1495
1549	980	1494
1550	981	1493
1551	982	1493
1552	982	1492
1553	983	1492
1554	984	1492
1555	985	1491
1556	985	1491
1557	986	1490
1558	987	1490
1559	988	1490
1560	988	1489
1561	989	1488
1562	990	1488
1563	990	1487
1564	991	1486
1565	992	1486
1566	992	1485
1567	993	1485
1568	993	1484
1569	994	1483
1570	995	1482
1571	995	1482
1572	997	1482
1573	997	1482
1574	998	1481
1575	999	1480
1576	999	1480
1577	1000	1479
1578	1000	1478
1579	1001	1478
1580	1002	1477
1581	1002	1476
1582	1003	1476
1583	1003	1475
1584	1004	1474
1585	1004	1473
1586	1005	1473
1587	1006	1473
1588	1007	1472
1589	1007	1471
1590	1008	1471
1591	1009	1470
1592	1009	1469
1593	1010	1469
1594	1010	1468
1595	1011	1467
1596	1012	1467
1597	1012	1466
1598	1013	1466
1599	1014	1466
1600	1015	1465
1601	1015	1464
1602	1016	1464
1603	1017	1463
1604	1017	1462
1605	1018	1462
1606	1019	1461
1607	1019	1461
1608	1020	1460
1609	1021	1459
1610	1021	1459
1611	1022	1458
1612	1022	1457
1613	1023	1457
1614	1024	1456
1615	1024	1456
1616	1025	1455
1617	1026	1454
1618	1026	1454
1619	1027	1453
1620	1028	1453
1621	1028	1452
1622	1029	1451
1623	1030	1451
1624	1030	1450
1625	1031	1450
1626	1032	1449
1627	1032	1448
1628	1033	1448
1629	1034	1447
1630	1034	1447
1631	1035	1446
1632	1036	1445
1633	1036	1445
1634	1037	1444
1635	1038	1444
1636	1038	1443
1637	1039	1442
1638	1039	1441
1639	1040	1441
1640	1040	1440
1641	1041	1439
1642	1042	1439
1643	1042	1438
1644	1043	1437
1645	1043	1437
1646	1045	1437
1647	1045	1436
1648	1046	1436
1649	1047	1435
1650	1047	1434
1651	1048	1434
1652	1048	1433
1653	1049	1432
1654	1050	1432
1655	1050	1431
1656	1051	1431
1657	1053	1431
1658	1053	1430
1659	1054	1430
1660	1054	1429
1661	1055	1428
1662	1055	1428
1663	1056	1427
1664	1057	1427
1665	1058	1427
1666	1059	1426
1667	1059	1425
1668	1060	1425
1669	1061	1424
1670	1061	1423
1671	1062	1423
1672	1062	1422
1673	1063	1421
1674	1063	1420
1675	1064	1420
1676	1065	1419
1677	1065	1418
1678	1067	1419
1679	1068	1419
1680	1068	1418
1681	1069	1417
1682	1070	1417
1683	1070	1416
1684	1071	1415
1685	1071	1414
1686	1072	1414
1687	1072	1413
1688	1073	1412
1689	1073	1412
1690	1075	1412
1691	1075	1411
1692	1076	1411
1693	1077	1410
1694	1078	1410
1695	1078	1409
1696	1079	1408
1697	1079	1408
1698	1080	1407
1699	1081	1406
1700	1081	1406
1701	1082	1405
1702	1083	1405
1703	1084	1404
1704	1084	1403
1705	1085	1403
1706	1085	1402
1707	1086	1401
1708	1086	1401
1709	1087	1400
1710	1088	1399
1711	1088	1398
1712	1089	1398
1713	1089	1397
1714	1090	1396
1715	1091	1396
1716	1091	1395
1717	1092	1394
1718	1092	1394
1719	1093	1393
1720	1093	1392
1721	1094	1392
1722	1095	1391
1723	1095	1390
1724	1096	1389
1725	1096	1388
1726	1097	1388
1727	1097	1387
1728	1099	1387
1729	1099	1386
1730	1100	1386
1731	1100	1385
1732	1101	1384
1733	1101	1383
1734	1102	1383
1735	1102	1382
1736	1103	1381
1737	1104	1381
1738	1104	1380
1739	1105	1379
1740	1105	1378
1741	1106	1378
1742	1107	1377
1743	1107	1377
1744	1108	1376
1745	1108	1375
1746	1109	1374
1747	1109	1374
1748	1110	1373
1749	1111	1372
1750	1111	1371
1751	1112	1371
1752	1112	1370
1753	1113	1369
1754	1113	1369
1755	1114	1368
1756	1115	1367
1757	1115	1367
1758	1116	1366
1759	1116	1365
1760	1117	1364
1761	1117	1363
1762	1118	1363
1763	1119	1362
1764	1119	1361
1765	1120	1361
1766	1120	1360
1767	1121	1359
1768	1121	1358
1769	1122	1358
1770	1123	1357
1771	1123	1357
1772	1124	1356
1773	1124	1355
1774	1125	1354
1775	1125	1354
1776	1126	1353
1777	1126	1352
1778	1127	1351
1779	1127	1350
1780	1128	1350
1781	1129	1349
1782	1129	1348
1783	1130	1347
1784	1130	1347
1785	1131	1346
1786	1131	1346
1787	1132	1345
1788	1132	1344
1789	1133	1343
1790	1134	1343
1791	1134	1342
1792	1135	1341
1793	1135	1340
1794	1136	1340
1795	1136	1339
1796	1137	1338
1797	1138	1338
1798	1138	1337
1799	1139	1336
1800	1139	1335
1801	1140	1335
1802	1140	1334
1803	1141	1333
1804	1142	1333
1805	1142	1332
1806	1143	1331
1807	1143	1330
1808	1144	1330
1809	1144	1329
1810	1145	1328
1811	1146	1328
1812	1146	1327
1813	1147	1327
1814	1148	1326
1815	1148	1325
1816	1149	1324
1817	1149	1324
1818	1150	1323
1819	1150	1322
1820	1151	1322
1821	1152	1321
1822	1152	1320
1823	1153	1320
1824	1153	1319
1825	1154	1318
1826	1154	1318
1827	1155	1317
1828	1156	1316
1829	1156	1315
1830	1157	1315
1831	1157	1314
1832	1158	1313
1833	1158	1313
1834	1159	1312
1835	1160	1311
1836	1160	1310
1837	1161	1310
1838	1161	1309
