iter	RMSE
1505	0.06348669066
1506	0.06345573345
1507	0.06342096872
1508	0.06340688557
1509	0.06340350767
1510	0.06336733261
1511	0.06335738975
1512	0.06332935073
1513	0.06330404598
1514	0.0632838429
1515	0.0632502554
1516	0.06324390087
1517	0.06321159047
1518	0.06319127547
1519	0.06316363142
1520	0.06315663811
1521	0.06311718907
1522	0.06309093141
1523	0.06305880154
1524	0.06301770913
1525	0.06301509333
1526	0.06299782907
1527	0.06299169201
1528	0.06296954968
1529	0.0629188943
1530	0.06290312917
1531	0.06287691144
1532	0.06283992913
1533	0.06281083937
1534	0.06277306044
1535	0.06274138637
1536	0.06270402591
1537	0.0627014708
1538	0.0626992985
1539	0.06269680182
1540	0.06266730998
1541	0.06264184689
1542	0.06263139362
1543	0.06260345777
1544	0.0625755448
1545	0.06255803172
1546	0.06253434198
1547	0.06250387953
1548	0.06248303863
1549	0.06244605176
1550	0.06243573475
1551	0.06240392724
1552	0.06236153665
1553	0.0623589543
1554	0.06233105623
1555	0.06231496911
1556	0.06228996254
1557	0.06226586052
1558	0.06221182971
1559	0.06220939484
1560	0.0621755585
1561	0.06215327685
1562	0.06212190085
1563	0.06211088765
1564	0.06210217199
1565	0.06207392388
1566	0.06207144177
1567	0.06205065988
1568	0.06204059736
1569	0.06202046411
1570	0.0620063324
1571	0.06197051762
1572	0.0619537831
1573	0.06194980905
1574	0.0619180875
1575	0.06188685635
1576	0.06185923061
1577	0.06182336341
1578	0.06182095519
1579	0.06179422207
1580	0.06176776204
1581	0.06176319161
1582	0.06173080614
1583	0.06171995382
1584	0.06168832547
1585	0.06164934162
1586	0.06163688531
1587	0.06160142836
1588	0.06156465193
1589	0.06153097942
1590	0.06149098901
1591	0.06146485957
1592	0.06145237144
1593	0.06142466168
1594	0.06140952123
1595	0.06136641056
1596	0.06133227187
1597	0.06129394295
1598	0.06126961252
1599	0.06123873882
1600	0.06122360112
1601	0.06119928848
1602	0.06116583502
1603	0.06114016903
1604	0.06111158843
1605	0.06110575095
1606	0.06109115525
1607	0.06105586165
1608	0.06102515584
1609	0.06100166188
1610	0.06099931647
1611	0.06099735223
1612	0.06096421528
1613	0.06095431461
1614	0.0609445264
1615	0.06092060113
1616	0.06090930384
1617	0.06087921347
1618	0.06085286944
1619	0.06082693228
1620	0.06080963112
1621	0.06077476457
1622	0.06076358317
1623	0.06073551722
1624	0.06072448095
1625	0.06070025284
1626	0.06066862255
1627	0.0606662567
1628	0.06064903305
1629	0.06062677859
1630	0.06059941413
1631	0.06056485105
1632	0.0605272314
1633	0.06049745698
1634	0.06049519402
1635	0.06045955821
1636	0.06044690505
1637	0.06043316642
1638	0.06041466016
1639	0.06040594474
1640	0.06038621105
1641	0.06035975285
1642	0.06032787327
1643	0.06032587023
1644	0.06029061021
1645	0.06026132227
1646	0.06023497039
1647	0.06021884979
1648	0.06018449926
1649	0.06016350225
1650	0.06013537411
1651	0.06010649886
1652	0.06009748452
1653	0.06006912883
1654	0.06004033146
1655	0.06000017566
1656	0.05999755652
1657	0.05997671076
1658	0.05995035481
1659	0.0599323224
1660	0.05990882565
1661	0.05988443692
1662	0.05985384485
1663	0.05982724391
1664	0.05979513073
1665	0.0597783719
1666	0.05974570157
1667	0.0597181066
1668	0.05969324778
1669	0.05968434815
1670	0.05966572767
1671	0.0596484717
1672	0.05961850928
1673	0.05958485145
1674	0.05957333898
1675	0.05954363885
1676	0.05951972799
1677	0.05948445141
1678	0.05945876114
1679	0.05943460645
1680	0.05942529477
1681	0.05940547956
1682	0.05937556742
1683	0.05934147367
1684	0.05931701671
1685	0.05929254671
1686	0.05928722805
1687	0.05924462306
1688	0.05922944324
1689	0.05922202714
1690	0.05918879072
1691	0.05915791085
1692	0.05913135937
1693	0.05911324748
1694	0.05911113305
1695	0.05908723098
1696	0.0590652783
1697	0.05904609138
1698	0.05902110721
1699	0.0589908667
1700	0.05896904938
1701	0.05892888639
1702	0.05889886464
1703	0.0588705121
1704	0.05886277973
1705	0.05885480406
1706	0.05884416124
1707	0.05883323516
1708	0.05881369207
1709	0.05878683633
1710	0.05877601453
1711	0.05876836221
1712	0.05875604148
1713	0.058732466
1714	0.05871097609
1715	0.05867053386
1716	0.05866470962
1717	0.05866078034
1718	0.0586353263
1719	0.05861526989
1720	0.05858944798
1721	0.05855715144
1722	0.05853934684
1723	0.05853724702
1724	0.05851098978
1725	0.05847348807
1726	0.0584397531
1727	0.05841559626
1728	0.05838801561
1729	0.0583628531
1730	0.05835822294
1731	0.05835433856
1732	0.05834463283
1733	0.05831801056
1734	0.05830183887
1735	0.05826968989
1736	0.05823198255
1737	0.05820043889
1738	0.05817287121
1739	0.0581487063
1740	0.05810813549
1741	0.05808508873
1742	0.05805892289
1743	0.05802232688
1744	0.05799753054
1745	0.05798779142
1746	0.05796077004
1747	0.05794696844
1748	0.05792792961
1749	0.05792472849
1750	0.05789574021
1751	0.05787655964
1752	0.05785358756
1753	0.05782884905
1754	0.05782145582
1755	0.05779836024
1756	0.05778804156
1757	0.05776760128
1758	0.05774381324
1759	0.0577231434
1760	0.0577211986
1761	0.0576950225
1762	0.05765733898
1763	0.05765435767
1764	0.05765275638
1765	0.05762870113
1766	0.05760547917
1767	0.057582486
1768	0.05755646664
1769	0.05752596539
1770	0.05750353054
1771	0.05747536308
1772	0.05744986299
1773	0.05744687181
1774	0.05744465853
1775	0.0574253761
1776	0.05739926034
1777	0.0573832618
1778	0.05735642794
1779	0.05732588749
1780	0.05729446171
1781	0.05728757997
1782	0.05727789708
1783	0.05727597683
1784	0.0572685619
1785	0.05726245045
1786	0.05723831515
1787	0.05722637285
1788	0.05720311914
1789	0.05718908574
1790	0.05716490124
1791	0.05716184117
1792	0.05713427086
1793	0.05710799038
1794	0.05708834746
1795	0.05706211153
1796	0.05702872405
1797	0.0570016873
1798	0.05697109766
1799	0.05694227511
1800	0.05691631142
1801	0.0569034844
1802	0.05688762768
1803	0.05686540028
1804	0.05683592695
1805	0.05683391422
1806	0.05682383766
1807	0.0568208014
1808	0.05681524928
1809	0.05680532721
1810	0.05679714419
1811	0.05677510601
1812	0.05674090143
1813	0.05671148882
1814	0.05668635364
1815	0.05665538762
1816	0.05663802668
1817	0.05661217701
1818	0.05659493962
1819	0.05656650985
1820	0.05654374318
1821	0.05650869382
1822	0.05647947057
1823	0.05645230966
1824	0.05644925113
1825	0.05642672427
1826	0.05642353659
1827	0.0564008966
1828	0.05639353274
1829	0.05638356194
1830	0.05637632141
1831	0.05634488592
1832	0.05632575796
1833	0.05630245869
1834	0.05627319384
1835	0.05625449815
1836	0.05623505028
1837	0.05622830652
1838	0.05620374311
1839	0.05619423695
1840	0.05618711441
1841	0.05616090497
1842	0.05613451876
1843	0.05610352352
1844	0.05607757206
1845	0.05605489188
1846	0.05602407743
1847	0.05600274477
1848	0.05599399612
1849	0.05596403366
1850	0.05593606659
1851	0.05590575548
1852	0.05587357587
1853	0.05584548012
1854	0.05583701519
1855	0.05581103286
1856	0.055784738
1857	0.05576918668
1858	0.05574122518
1859	0.05572255894
1860	0.05569781925
1861	0.05569090583
1862	0.05568179329
1863	0.05566114033
1864	0.05563812686
1865	0.05563241214
1866	0.05561044274
1867	0.05558948248
1868	0.05556773967
1869	0.05554156322
1870	0.05551639895
1871	0.05549532799
1872	0.05548695858
1873	0.05545708683
1874	0.0554327373
1875	0.05542979895
1876	0.05540233726
1877	0.05538471454
1878	0.05536805675
1879	0.05536559073
1880	0.05534025451
1881	0.05531160131
1882	0.0552932854
1883	0.05526138358
1884	0.05523465725
1885	0.05520926926
1886	0.05518537236
1887	0.05516323245
1888	0.05513745477
1889	0.05511784082
1890	0.05509320116
1891	0.05507422063
1892	0.05505080846
1893	0.05502520969
1894	0.05502355194
1895	0.05500505866
1896	0.05498580866
1897	0.05498424237
1898	0.0549634854
1899	0.05493722888
1900	0.05493561049
1901	0.05493414685
1902	0.05492082616
1903	0.05489462339
1904	0.05487413512
1905	0.05486250252
1906	0.05483857731
1907	0.05483610483
1908	0.05480578399
1909	0.0547896737
1910	0.05477089694
1911	0.05475274876
1912	0.0547284616
1913	0.05469699386
1914	0.0546661
1915	0.05465669348
1916	0.05464019416
1917	0.05462194233
1918	0.05461257378
1919	0.05457327803
1920	0.05456721958
1921	0.0545437949
1922	0.05452987459
1923	0.0545081766
1924	0.0544763402
1925	0.05446287464
1926	0.05444171841
1927	0.05441079214
1928	0.05439841477
1929	0.05436636686
1930	0.05432470465
1931	0.05430174703
1932	0.05426741913
1933	0.05425007423
1934	0.05423699959
1935	0.05421574639
1936	0.05419908497
1937	0.05419173457
1938	0.05415443949
1939	0.05413406068
1940	0.05410044142
1941	0.05406689424
1942	0.05404728196
1943	0.05402684624
1944	0.05400479474
1945	0.05397629415
1946	0.05394950601
1947	0.05392643266
1948	0.05391997327
1949	0.05391117007
1950	0.05388483531
1951	0.05385504818
1952	0.05383219584
1953	0.05380498292
1954	0.05380285125
1955	0.05378149169
1956	0.05376152126
1957	0.05375720326
1958	0.05373527701
1959	0.05370771793
1960	0.05368234911
1961	0.05366097367
1962	0.05364988887
1963	0.05362594986
1964	0.05360406943
1965	0.05358525219
1966	0.05355441734
1967	0.05352292609
1968	0.0534968109
1969	0.05347502242
1970	0.05345785358
1971	0.05344008092
1972	0.05341836272
1973	0.05341125803
1974	0.05339874347
1975	0.0533790699
1976	0.05335845163
1977	0.05334863969
1978	0.05333287763
1979	0.05333138449
1980	0.05330694319
1981	0.05328040462
1982	0.05326715263
1983	0.05325327669
1984	0.05324148302
1985	0.05323390716
1986	0.0532088338
1987	0.05319931871
1988	0.05317482084
1989	0.05314424285
1990	0.05312221552
1991	0.05310764206
1992	0.0530864694
1993	0.05306173858
1994	0.05303854481
1995	0.05300070583
1996	0.05297904659
1997	0.0529775926
1998	0.05297452428
1999	0.05294601074
2000	0.05294173593
2001	0.05291407254
2002	0.05290231394
2003	0.05287995579
2004	0.05285690403
2005	0.05283030518
2006	0.05281119331
2007	0.05279085003
2008	0.05277683927
2009	0.05275569223
2010	0.05272839798
2011	0.05270722501
2012	0.05270489324
2013	0.05268954952
2014	0.05267059253
2015	0.05265393388
2016	0.0526355523
2017	0.05260959749
2018	0.05258524819
2019	0.05257270327
2020	0.05255010656
2021	0.05254455242
2022	0.05254314673
2023	0.05251057696
2024	0.05249127597
2025	0.05246769421
2026	0.05244715757
2027	0.05243526986
2028	0.05240856717
2029	0.05238742919
2030	0.05236612383
2031	0.05233614764
2032	0.05231644657
2033	0.05229596074
2034	0.05226292576
2035	0.05225468256
2036	0.05223022985
2037	0.05219585313
2038	0.05218512222
2039	0.05216475588
2040	0.05213674062
2041	0.05211312727
2042	0.05211068602
2043	0.05208808736
2044	0.052069799
2045	0.05205818788
2046	0.05203618971
2047	0.05201299902
2048	0.05198837073
2049	0.05196711455
2050	0.0519459322
2051	0.05191839717
2052	0.05190076287
2053	0.05187978434
2054	0.05187044443
2055	0.05185298896
2056	0.05184697821
2057	0.0518225656
2058	0.05180261618
2059	0.05179618259
2060	0.05176822682
2061	0.0517456153
2062	0.05174360086
2063	0.05173863527
2064	0.05173602581
2065	0.05173384238
2066	0.05171107871
2067	0.05169003853
2068	0.05168375597
2069	0.05167757998
2070	0.05166410843
2071	0.05164489461
2072	0.05161654192
2073	0.05159221054
2074	0.05158350366
2075	0.05156674338
2076	0.05155744908
2077	0.05155274026
2078	0.05154660824
2079	0.05152729584
2080	0.05152314157
2081	0.0515217761
2082	0.05151229605
2083	0.05150492743
2084	0.05147880398
2085	0.05146737713
2086	0.05146575244
2087	0.05144913594
2088	0.0514354508
2089	0.05141145576
2090	0.05140613358
2091	0.05139907143
2092	0.05138862671
2093	0.05136937653
2094	0.05135788916
2095	0.05134907498
2096	0.05132657221
2097	0.0513156648
2098	0.05129312394
2099	0.05127249158
2100	0.05124359082
2101	0.05123192716
2102	0.05121275539
2103	0.05118194764
2104	0.05116790589
2105	0.05114272732
2106	0.05111465354
2107	0.05109187333
2108	0.05106897859
2109	0.05102795385
2110	0.05101974319
2111	0.05099626575
2112	0.05097332495
2113	0.05095432123
2114	0.05094189335
2115	0.05091826602
2116	0.05088832751
2117	0.05087623594
2118	0.05085856491
2119	0.05083863665
2120	0.05083158736
2121	0.05080858012
2122	0.05078300358
2123	0.05077494304
2124	0.05074346979
2125	0.05072024731
2126	0.05070337411
2127	0.05068318914
2128	0.05066317388
2129	0.05063661621
2130	0.05062179464
2131	0.05060449864
2132	0.05058971907
2133	0.05057082329
2134	0.05054904499
2135	0.05052633807
2136	0.05050634881
2137	0.05050481979
2138	0.05048876452
2139	0.05046771943
2140	0.05044626789
2141	0.05042960425
2142	0.05040915072
2143	0.05040323395
2144	0.05038247148
2145	0.05035367364
2146	0.05035216103
2147	0.05034958909
2148	0.05033489344
2149	0.0503301831
2150	0.05032847124
2151	0.05031428417
2152	0.05031277842
2153	0.05030724351
2154	0.05029435957
2155	0.0502719153
2156	0.05025275121
2157	0.05023144534
2158	0.05022116098
2159	0.05021446265
2160	0.0501928285
2161	0.05018826689
2162	0.05017098169
2163	0.05013457721
2164	0.0501157488
2165	0.05009623001
2166	0.05007501504
2167	0.05004913754
2168	0.05003293816
2169	0.05001795909
2170	0.04999429786
2171	0.04997101667
2172	0.0499490656
2173	0.04994375444
2174	0.0499297581
2175	0.04991906585
2176	0.04989974889
2177	0.04987880577
2178	0.04987661684
2179	0.04986139558
2180	0.04982797059
2181	0.0498033141
2182	0.04979256458
2183	0.04976840062
2184	0.04974844094
2185	0.04972603733
2186	0.04971444522
2187	0.04969547715
2188	0.04968539821
2189	0.04966642752
2190	0.04965588568
2191	0.04963192216
2192	0.04960743218
2193	0.04959888578
2194	0.04958683888
2195	0.04956203085
2196	0.04955444351
2197	0.04953364496
2198	0.04951437733
2199	0.04949794998
2200	0.04949662839
2201	0.04948725861
2202	0.04947004135
2203	0.04945979172
2204	0.04945708681
2205	0.04945590037
2206	0.04943225879
2207	0.04940853562
2208	0.04939614655
2209	0.04939377413
2210	0.04938802559
2211	0.04936658958
2212	0.04935433537
2213	0.04934286656
2214	0.04933712348
2215	0.04932954874
2216	0.04931835165
2217	0.04929969363
2218	0.04929767642
2219	0.04926945353
2220	0.04924754282
2221	0.0492191046
2222	0.04919243623
2223	0.04917066709
2224	0.04915248335
2225	0.04913220536
2226	0.04912094525
2227	0.04909390907
2228	0.04907347638
2229	0.04905773296
2230	0.04904449116
2231	0.04902807261
2232	0.04900717949
2233	0.0489845496
2234	0.04896612205
2235	0.04895375187
2236	0.04892424996
2237	0.04890737646
2238	0.04889003489
2239	0.04887360699
2240	0.04885971319
2241	0.04883808661
2242	0.04882053648
2243	0.04881491347
2244	0.04879760509
2245	0.04877961778
2246	0.04875038835
2247	0.04873877973
2248	0.04871764319
2249	0.04870155663
2250	0.04868193533
2251	0.0486608409
2252	0.04863445589
2253	0.04861855863
2254	0.04860839746
2255	0.04858651968
2256	0.04858010805
2257	0.04857463223
2258	0.04855961406
2259	0.04855177953
2260	0.0485356297
2261	0.04851197072
2262	0.04849697766
2263	0.04848108492
2264	0.04846046269
2265	0.04844475159
2266	0.04842215791
2267	0.04841726556
2268	0.0483995545
2269	0.04838656262
2270	0.04836869999
2271	0.04835817992
2272	0.0483294323
2273	0.04831960294
2274	0.04830436449
2275	0.04829697068
2276	0.04826984477
2277	0.04826832801
2278	0.04825048771
2279	0.0482418016
2280	0.04821558105
2281	0.04820084188
2282	0.04818186105
2283	0.04815856926
2284	0.04814448347
2285	0.04814323272
2286	0.04813714079
2287	0.04813489735
2288	0.04812746255
2289	0.04810920056
2290	0.0480873209
2291	0.04806616799
2292	0.04806390282
2293	0.04804634523
2294	0.04803016136
2295	0.04800238306
2296	0.04799057534
2297	0.04797450581
2298	0.04795922046
2299	0.04793699005
2300	0.04791589217
2301	0.04789081454
2302	0.04788648229
2303	0.04786210026
2304	0.04785203353
2305	0.04784730322
2306	0.04782717816
2307	0.04781141589
2308	0.04779330117
2309	0.0477705661
2310	0.04774322198
2311	0.04773339279
2312	0.04772268767
2313	0.04770259065
2314	0.04769756239
2315	0.04768977005
2316	0.04768867921
2317	0.0476697498
2318	0.04763941253
2319	0.04763347431
2320	0.04762328002
2321	0.04760242658
2322	0.04759359131
2323	0.04759008593
2324	0.04757011804
2325	0.0475472738
2326	0.04751563089
2327	0.04749934598
2328	0.04748975304
2329	0.04747434317
2330	0.04744865284
2331	0.04744327866
2332	0.04741292196
2333	0.04738656818
2334	0.04737662392
2335	0.04735098922
2336	0.0473290475
2337	0.04731050533
2338	0.04729183151
2339	0.04727105563
2340	0.04725026108
2341	0.04723275897
2342	0.04722914342
2343	0.0472197823
2344	0.04721499929
2345	0.04719276414
2346	0.04718970828
2347	0.04717227031
2348	0.0471659214
2349	0.04713450448
2350	0.04711084364
2351	0.04710904181
2352	0.04709202927
2353	0.04708330188
2354	0.047066702
2355	0.04705733378
2356	0.04703931598
2357	0.04703809327
2358	0.04702963878
2359	0.04701571673
2360	0.04698559522
2361	0.04697750693
2362	0.04695782471
2363	0.04694856259
2364	0.04694002312
2365	0.04690287892
2366	0.04688340406
2367	0.04687772805
2368	0.04686288801
2369	0.0468590708
2370	0.04684471116
2371	0.04684074156
2372	0.04682526937
2373	0.04681013306
2374	0.04680355487
2375	0.04679489302
2376	0.0467887538
2377	0.04676162502
2378	0.04674125783
2379	0.04671892156
2380	0.04670094992
2381	0.04669175838
2382	0.04667686477
2383	0.04665684863
2384	0.046641808
2385	0.04662574552
2386	0.04659676463
2387	0.04658528304
2388	0.04657144271
2389	0.04656853746
2390	0.04653737023
2391	0.04651618445
2392	0.04649627107
2393	0.04648484069
2394	0.04646547747
2395	0.04644883388
2396	0.04643464424
2397	0.04641423995
2398	0.04639485996
2399	0.04639157883
2400	0.04637109773
2401	0.04634924091
2402	0.04633317196
2403	0.04630659396
2404	0.04628712814
2405	0.04627783864
2406	0.04626674538
2407	0.04624307866
2408	0.04622888552
2409	0.04620822295
2410	0.04620601957
2411	0.04618409368
2412	0.04616331366
2413	0.04614576838
2414	0.04613879252
2415	0.04612299853
2416	0.04610340995
2417	0.04608607793
2418	0.04607016621
2419	0.04606371597
2420	0.0460603759
2421	0.04604309325
2422	0.04602134163
2423	0.0460035248
2424	0.04598461395
2425	0.04596407345
2426	0.04594596905
2427	0.04594194073
2428	0.04591127143
2429	0.04588538098
2430	0.04588342911
2431	0.04586992015
2432	0.04586300194
2433	0.0458592658
2434	0.04584175207
2435	0.04583114507
2436	0.04581951083
2437	0.04579840241
2438	0.04577639667
2439	0.04575867366
2440	0.04572810209
2441	0.04570731373
2442	0.04570138943
2443	0.04568548985
2444	0.04566357586
2445	0.04566035416
2446	0.04565721374
2447	0.04563815371
2448	0.04563327826
2449	0.04561671713
2450	0.0455915832
2451	0.04557603218
2452	0.04555628245
2453	0.04554362103
2454	0.04554208352
2455	0.04552286837
2456	0.04551637249
2457	0.0455031019
2458	0.0454865248
2459	0.04547148989
2460	0.04545058343
2461	0.04544575376
2462	0.04542973861
2463	0.04541407396
2464	0.04540551283
2465	0.04537750012
2466	0.04535273769
2467	0.04534797824
2468	0.04532562029
2469	0.04532398756
2470	0.04530690927
2471	0.04529121803
2472	0.04527573652
2473	0.04527385483
2474	0.04525863276
2475	0.04524525379
2476	0.04522855736
2477	0.04522399358
2478	0.04520639142
2479	0.04519064396
2480	0.04516994394
2481	0.045153813
2482	0.04515204988
2483	0.04514359491
2484	0.04512838998
2485	0.04512326604
2486	0.04511817479
2487	0.0451055045
2488	0.0450892415
2489	0.04507419551
2490	0.04505274249
2491	0.04504169008
2492	0.04502540267
2493	0.04501211459
2494	0.04501047461
2495	0.04500016745
2496	0.04499289118
2497	0.04497714849
2498	0.04495805674
2499	0.04494464187
2500	0.04492639612
2501	0.04490983979
2502	0.04489796734
2503	0.04488567137
2504	0.04487788074
2505	0.04486289476
2506	0.04485690414
2507	0.04484124481
2508	0.04482184559
2509	0.0448045382
2510	0.04479668981
2511	0.04477940121
2512	0.04476069918
2513	0.04475056888
2514	0.04473031093
2515	0.04472082255
2516	0.04469453814
2517	0.04468606074
2518	0.04467874092
2519	0.04467247463
2520	0.04466490417
2521	0.04465576296
2522	0.04462402399
2523	0.04461957782
2524	0.04460656261
2525	0.04460124416
2526	0.04458985858
2527	0.04457217804
2528	0.04455632376
2529	0.04453900122
2530	0.04451467607
2531	0.04451131053
2532	0.04450433405
2533	0.04448500026
2534	0.04447738964
2535	0.04446250015
2536	0.04444933361
2537	0.04442580534
2538	0.04439771251
2539	0.04437929451
2540	0.04436994716
2541	0.0443577368
2542	0.04434547957
2543	0.04434209194
2544	0.04432196947
2545	0.04430439086
2546	0.04429120446
2547	0.0442737968
2548	0.04425588715
2549	0.04424186565
2550	0.04423649754
2551	0.04421315887
2552	0.04419306226
2553	0.04418935401
2554	0.04417209604
2555	0.04416703189
2556	0.04415609815
2557	0.04414870968
2558	0.04413506379
2559	0.0441188054
2560	0.04411510087
2561	0.0441100727
2562	0.04409593337
2563	0.04407669075
2564	0.04406943597
2565	0.04405254077
2566	0.04402610247
2567	0.04401025936
2568	0.0439891596
2569	0.0439870832
2570	0.04395893937
2571	0.0439548674
2572	0.04394065234
2573	0.04392090876
2574	0.04391955645
2575	0.04390299989
2576	0.0439000327
2577	0.04388258138
2578	0.04387667862
2579	0.04386027283
2580	0.04384510602
2581	0.04382964317
2582	0.04382790354
2583	0.04380640742
2584	0.04378972721
2585	0.04378296096
2586	0.04377506999
2587	0.0437668334
2588	0.04374887614
2589	0.04372936144
2590	0.04370411691
2591	0.04368002641
2592	0.04367114875
2593	0.04366676596
2594	0.04364516528
2595	0.04363028255
2596	0.04362188492
2597	0.04360314916
2598	0.04359249175
2599	0.04357217714
2600	0.04356007363
2601	0.04354574176
2602	0.04353028857
2603	0.04351075972
2604	0.04350630664
2605	0.04348320879
2606	0.04346700494
2607	0.0434631137
2608	0.04344759947
2609	0.04342447615
2610	0.04340645952
2611	0.0433865
2612	0.04336849796
2613	0.04335265621
2614	0.04334060489
2615	0.0433229472
2616	0.04331785217
2617	0.043303401
2618	0.04329319032
2619	0.04327491739
2620	0.04324452802
2621	0.04323499053
2622	0.04321626561
2623	0.04319785506
2624	0.04318179824
2625	0.0431698659
2626	0.04315503162
2627	0.04314933503
2628	0.04312658341
2629	0.04312217605
2630	0.04310308408
2631	0.04309832114
2632	0.04308591569
2633	0.04308320375
2634	0.0430708253
2635	0.04305216907
2636	0.04304739696
2637	0.04302700054
2638	0.04302314746
2639	0.04301985529
2640	0.04300833253
2641	0.04300224342
2642	0.04298481662
2643	0.0429623744
2644	0.0429571719
2645	0.04294011628
2646	0.04291789134
2647	0.04290489199
2648	0.04288925507
2649	0.0428679545
2650	0.04285355294
2651	0.04285149978
2652	0.04284006175
2653	0.04283878299
2654	0.04282944484
2655	0.04280709244
2656	0.04278607779
2657	0.04276741429
2658	0.04275008612
2659	0.04273198917
2660	0.04271516066
2661	0.04270068359
2662	0.04268899027
2663	0.04268556801
2664	0.04266937142
2665	0.04265145676
2666	0.04263017321
2667	0.04262423908
2668	0.04260867829
2669	0.04260470498
2670	0.04259752096
2671	0.04258283457
2672	0.04257595501
2673	0.0425612569
2674	0.04254813834
2675	0.04253641681
2676	0.04252995168
2677	0.04251505135
2678	0.04249945165
2679	0.04249073143
2680	0.04248028603
2681	0.04247263153
2682	0.04246084797
2683	0.04245494342
2684	0.04242754302
2685	0.0424169746
2686	0.04239819702
2687	0.04238805677
2688	0.0423836274
2689	0.04238279364
2690	0.04236728137
2691	0.0423628907
2692	0.04234417107
2693	0.0423300329
2694	0.04231342641
2695	0.04230912111
2696	0.04230263748
2697	0.04229536964
2698	0.04228766033
2699	0.04227306241
2700	0.0422691418
2701	0.0422532854
2702	0.04223859249
2703	0.04222921513
2704	0.04222313114
2705	0.04221897202
2706	0.04221795134
2707	0.04220063143
2708	0.04218904451
2709	0.04217428313
2710	0.0421495565
2711	0.04214520139
2712	0.04212681475
2713	0.04211075861
2714	0.04210702039
2715	0.04208417919
2716	0.0420630745
2717	0.0420473418
2718	0.0420264893
2719	0.04199968361
2720	0.04198552358
2721	0.04197378557
2722	0.04195089638
2723	0.04194613224
2724	0.04192458934
2725	0.04192024037
2726	0.04191847542
2727	0.04190723771
2728	0.04189090705
2729	0.04187670718
2730	0.04186268236
2731	0.04184364239
2732	0.04183166875
2733	0.04181988752
2734	0.04180905636
2735	0.04179379108
2736	0.04178346997
2737	0.04176030606
2738	0.04175739109
2739	0.04174994237
2740	0.04174448149
2741	0.0417375696
2742	0.04172394245
2743	0.04170766253
2744	0.04168632126
2745	0.04166566519
2746	0.04164945772
2747	0.04162661232
2748	0.04159839442
2749	0.04158008086
2750	0.04157537229
2751	0.04157338211
2752	0.04155872844
2753	0.04154244085
2754	0.04153284398
2755	0.041510733
2756	0.0414974032
2757	0.0414828813
2758	0.04145825533
2759	0.04145251893
2760	0.04143127466
2761	0.04140971148
2762	0.04140808045
2763	0.04139242711
2764	0.04137702616
2765	0.04137611242
2766	0.04135567411
2767	0.04134235767
2768	0.04133336344
2769	0.04133211928
2770	0.04132786264
2771	0.04130956684
2772	0.04128510412
2773	0.04126606941
2774	0.04125395038
2775	0.04124341045
2776	0.04122570053
2777	0.0412211422
2778	0.04121726428
2779	0.04119846311
2780	0.04118253872
2781	0.04117241366
2782	0.04116007714
2783	0.04115428354
2784	0.04114929257
2785	0.04113780281
2786	0.04113185081
2787	0.04111044681
2788	0.04109418452
2789	0.0410892496
2790	0.04108457482
2791	0.04107093224
2792	0.04104776848
2793	0.04103905494
2794	0.04102674216
2795	0.04102463968
2796	0.04102330769
2797	0.04101147529
2798	0.04099952194
2799	0.04098120927
2800	0.04097756232
2801	0.04097380499
2802	0.04095938332
2803	0.04094491608
2804	0.040926615
2805	0.04092449134
2806	0.04090641041
2807	0.0408984416
2808	0.04087703102
2809	0.04087080216
2810	0.04086947137
2811	0.04084732002
2812	0.04082831237
2813	0.04082352248
2814	0.04080601271
2815	0.04078977736
2816	0.04076813728
2817	0.04076147984
2818	0.04075202166
2819	0.04072840926
2820	0.04070751184
2821	0.04068800401
2822	0.04067572853
2823	0.04065631029
2824	0.04063855285
2825	0.04061561884
2826	0.04059745122
2827	0.04058494262
2828	0.04056436251
2829	0.04055252631
2830	0.04053007365
2831	0.0405081292
2832	0.04049962902
2833	0.04049874441
2834	0.04049309622
2835	0.04048484375
2836	0.04046896004
2837	0.04045470397
2838	0.0404529273
2839	0.04043852735
2840	0.04042709496
2841	0.04041495908
2842	0.0404039257
2843	0.04039616693
2844	0.04038338784
2845	0.04036818781
2846	0.04035655445
2847	0.04033979161
2848	0.04033593327
2849	0.0403260404
2850	0.04031078816
2851	0.04029245762
2852	0.04028031992
2853	0.04027348366
2854	0.0402539556
2855	0.04025210424
2856	0.04023291976
2857	0.04022548261
2858	0.04021182573
2859	0.04020656899
2860	0.04018364408
2861	0.04018289891
2862	0.04016935624
2863	0.04014731926
2864	0.04014063332
2865	0.04012191919
2866	0.04010405494
2867	0.04009007927
2868	0.04007594022
2869	0.0400697411
2870	0.0400561525
2871	0.04002945792
2872	0.04001522473
2873	0.03999583296
2874	0.03998525181
2875	0.03997106661
2876	0.03995609145
2877	0.03993661169
2878	0.03993478821
2879	0.03992050672
2880	0.03990869691
2881	0.03989511592
2882	0.03989292616
2883	0.03987730522
2884	0.03986354739
2885	0.03985224535
2886	0.03983369629
2887	0.03981855454
2888	0.03979962735
2889	0.03978635118
2890	0.03978226118
2891	0.03977110159
2892	0.03976313139
2893	0.03974740928
2894	0.03973048435
2895	0.0397288616
2896	0.03971704733
2897	0.0396963574
2898	0.03967787776
2899	0.03966480089
2900	0.03965955854
2901	0.03964447323
2902	0.03962936969
2903	0.03960965802
2904	0.03960440632
