iter	RMSE
366	0.1093572969
367	0.1092828439
368	0.1091974214
369	0.1091098343
370	0.1090686764
371	0.1090083998
372	0.1089480675
373	0.1088604348
374	0.1088213888
375	0.1087580701
376	0.108739641
377	0.1087113449
378	0.1086179155
379	0.108579779
380	0.1085176793
381	0.1084523757
382	0.1083695285
383	0.1082322562
384	0.1081881515
385	0.1081418491
386	0.1080572664
387	0.1079825021
388	0.1079105734
389	0.1078641546
390	0.1077125606
391	0.1076765062
392	0.1075867717
393	0.1075293731
394	0.1074541871
395	0.1073881229
396	0.1073456034
397	0.1072956847
398	0.1071989262
399	0.1071383107
400	0.1071100111
401	0.1070546835
402	0.1069957229
403	0.1069110669
404	0.1068228523
405	0.1068048361
406	0.1067524179
407	0.1067018813
408	0.1066721002
409	0.1065724696
410	0.106527291
411	0.1064228657
412	0.1063780808
413	0.1063126664
414	0.1062278782
415	0.1061698158
416	0.1060806391
417	0.106001925
418	0.105956545
419	0.1058374419
420	0.1057906895
421	0.1057104886
422	0.105641137
423	0.1055525237
424	0.1054871618
425	0.1053868053
426	0.1052799614
427	0.1052350559
428	0.1051538643
429	0.1050936296
430	0.1050191796
431	0.1049204147
432	0.1048698009
433	0.1048276584
434	0.1047189198
435	0.1046743318
436	0.1045785279
437	0.1045217527
438	0.1044978683
439	0.1044631095
440	0.1043653879
441	0.1043074504
442	0.1042871932
443	0.1041616348
444	0.1040394756
445	0.1039863925
446	0.1038575284
447	0.103751265
448	0.1036891496
449	0.1036231354
450	0.1035993235
451	0.1035509348
452	0.1034625687
453	0.1033838118
454	0.1033119369
455	0.1032282353
456	0.1031808852
457	0.1030977424
458	0.1030323706
459	0.1029492734
460	0.10291977
461	0.1028752084
462	0.1028051929
463	0.1027794568
464	0.1027027422
465	0.102661322
466	0.1026271392
467	0.102558767
468	0.1024847624
469	0.1024482285
470	0.1023538246
471	0.1022901207
472	0.1022758276
473	0.1021882347
474	0.1021342171
475	0.1020910883
476	0.1020391748
477	0.1020134004
478	0.10197773
479	0.1019196014
480	0.1018263982
481	0.1017513141
482	0.101717898
483	0.1016535795
484	0.1015721545
485	0.1015374212
486	0.1015206644
487	0.1014513943
488	0.1013969791
489	0.1013057555
490	0.101208673
491	0.1011769345
492	0.1011426612
493	0.1010943911
494	0.1010229923
495	0.1009117424
496	0.1008017237
497	0.1007104224
498	0.1006144618
499	0.1005194226
500	0.100434591
501	0.1004059541
502	0.1003750479
503	0.1002845574
504	0.1002296074
505	0.1002055675
506	0.1001827224
507	0.1001520705
508	0.1000470414
509	0.1000229153
510	0.09998888089
511	0.09990344368
512	0.09988513747
513	0.09982370278
514	0.09974830235
515	0.09960573129
516	0.09957967065
517	0.09947284475
518	0.0994522504
519	0.0993922176
520	0.09931249439
521	0.09921816311
522	0.09918947417
523	0.09913217306
524	0.09907596611
525	0.09898933206
526	0.09895808298
527	0.09892877375
528	0.09890469353
529	0.09884003201
530	0.09877368821
531	0.09875013204
532	0.09868489789
533	0.09860913901
534	0.09851515294
535	0.09848861376
536	0.09845208192
537	0.09842627347
538	0.09831536956
539	0.09826871221
540	0.0982378837
541	0.09815234662
542	0.09809019413
543	0.09803626905
544	0.09801289183
545	0.09798932539
546	0.09792306233
547	0.09786903655
548	0.09778036309
549	0.09776245314
550	0.09773880356
551	0.09771624197
552	0.09768421155
553	0.09759060993
554	0.09755458377
555	0.0975250065
556	0.09744577133
557	0.09738366893
558	0.09736413669
559	0.09735092798
560	0.09729812654
561	0.09727475961
562	0.09726022082
563	0.0971734442
564	0.09709195405
565	0.0970128808
566	0.096930634
567	0.09689813415
568	0.09681426333
569	0.09679597849
570	0.09671935147
571	0.09665689076
572	0.09659926239
573	0.09657927882
574	0.09652879778
575	0.09644574366
576	0.09634066233
577	0.096267545
578	0.09620594884
579	0.09611301149
580	0.09608762875
581	0.09606352187
582	0.09599089257
583	0.09597623673
584	0.09590867986
585	0.09587231535
586	0.09584258919
587	0.09573617021
588	0.09564036746
589	0.0955436629
590	0.09552066195
591	0.09544589988
592	0.09539399673
593	0.09538098626
594	0.09527897798
595	0.09520871612
596	0.0951135271
597	0.09505824444
598	0.09498767822
599	0.09496378319
600	0.09487327528
601	0.09480931462
602	0.09477722454
603	0.09475913147
604	0.09468160209
605	0.09463358124
606	0.09457721089
607	0.094492751
608	0.09447312962
609	0.09445529932
610	0.09443051632
611	0.0944007019
612	0.09430910946
613	0.0942894324
614	0.09421671894
615	0.09413082648
616	0.09407216828
617	0.09400388533
618	0.0939414814
619	0.09389954383
620	0.09381192326
621	0.09374010407
622	0.09369088901
623	0.09362881506
624	0.09355247377
625	0.09349289327
626	0.09343521277
627	0.09335815001
628	0.09328035885
629	0.0932713198
630	0.09324471576
631	0.09317821835
632	0.09316607699
633	0.09314612816
634	0.09307839877
635	0.09300761352
636	0.09298657347
637	0.09291766972
638	0.09289172982
639	0.09283285565
640	0.09281638047
641	0.09279435667
642	0.09274285107
643	0.09266229442
644	0.09264008304
645	0.09256797141
646	0.09254434523
647	0.09247738576
648	0.09246732107
649	0.09237070179
650	0.09234669376
651	0.09229405502
652	0.09219704618
653	0.09213881048
654	0.09208356974
655	0.09204696602
656	0.09197147212
657	0.09191005936
658	0.09189897917
659	0.09185523623
660	0.09181301804
661	0.09176796172
662	0.09170648976
663	0.09162803901
664	0.09154508317
665	0.09148380868
666	0.0914150732
667	0.09134686706
668	0.09126613878
669	0.09119255043
670	0.09113144003
671	0.09105604561
672	0.09100378671
673	0.09093427634
674	0.09089976872
675	0.09084478299
676	0.09079186968
677	0.09077987173
678	0.09076470587
679	0.09069392113
680	0.09063383078
681	0.09062338062
682	0.09057178286
683	0.09050085249
684	0.09049402501
685	0.09044431088
686	0.09042475489
687	0.0903804267
688	0.0903060762
689	0.09026611001
690	0.09022039742
691	0.09016513177
692	0.09011775579
693	0.09010295708
694	0.0900574365
695	0.09002200081
696	0.0900096726
697	0.08996596387
698	0.08990743054
699	0.08987849276
700	0.0898241841
701	0.08979561333
702	0.08974170222
703	0.08968238927
704	0.08967163757
705	0.08960771976
706	0.08953669245
707	0.08948381184
708	0.08941049052
709	0.0893346462
710	0.08926311576
711	0.08922074923
712	0.08916153593
713	0.08910259819
714	0.08904444009
715	0.08899022274
716	0.08897086311
717	0.08892288542
718	0.08887850434
719	0.08881657472
720	0.08877747541
721	0.08873342094
722	0.08866932586
723	0.08862286951
724	0.08859063791
725	0.08855145953
726	0.08849998363
727	0.08845515308
728	0.08838994679
729	0.08832660433
730	0.08831603503
731	0.08825655797
732	0.08823648183
733	0.08823019197
734	0.08822397176
735	0.08816205465
736	0.08809978035
737	0.08804581979
738	0.08802458089
739	0.08799046216
740	0.0879448647
741	0.0879314812
742	0.0878821855
743	0.08782866587
744	0.08777935234
745	0.08773265519
746	0.08772138383
747	0.08765864403
748	0.08763525953
749	0.08760933882
750	0.08759337706
751	0.08757521736
752	0.08747465888
753	0.08741514983
754	0.08734569916
755	0.08729684309
756	0.08725350131
757	0.08719585525
758	0.08716730438
759	0.08715456374
760	0.08713361441
761	0.08709484829
762	0.08702861842
763	0.08701404551
764	0.08694063005
765	0.08688275645
766	0.08686848177
767	0.08680848478
768	0.08675487925
769	0.08672220062
770	0.08668403751
771	0.0866286982
772	0.08656426931
773	0.08655617844
774	0.08650835729
775	0.08648058142
776	0.0864685136
777	0.08642729229
778	0.08637446208
779	0.08635236755
780	0.08632358792
781	0.08628996232
782	0.08621884656
783	0.08621112563
784	0.08619070202
785	0.08611519417
786	0.08606808628
787	0.08600509929
788	0.08595204879
789	0.08590724388
790	0.08589220144
791	0.08584993379
792	0.08578911017
793	0.08573726384
794	0.08570713852
795	0.08566467561
796	0.08562385092
797	0.08557247388
798	0.08553726041
799	0.08549809159
800	0.08548999494
801	0.08545488871
802	0.08544082975
803	0.08537817739
804	0.08533144616
805	0.08528863394
806	0.08526311196
807	0.08522933964
808	0.08517158257
809	0.08514824628
810	0.08510409924
811	0.08508068089
812	0.08505163718
813	0.08503849693
814	0.08500452902
815	0.08496930761
816	0.084964403
817	0.08490783738
818	0.08487518163
819	0.08484021008
820	0.08479791599
821	0.08475773681
822	0.08470417242
823	0.08465577125
824	0.08464872864
825	0.08462051144
826	0.08458492282
827	0.0845331816
828	0.08450117094
829	0.08445243993
830	0.08444553914
831	0.08439410062
832	0.08435903078
833	0.0843457592
834	0.08430567421
835	0.08429291259
836	0.08426918601
837	0.08421183655
838	0.0841462956
839	0.08412217598
840	0.08406963191
841	0.08401005035
842	0.08395858743
843	0.08389883433
844	0.08385999428
845	0.08385072091
846	0.08383792665
847	0.0838257814
848	0.08380494513
849	0.0837782357
850	0.08370200238
851	0.08367638123
852	0.0836296979
853	0.08359346665
854	0.0835252685
855	0.08345538902
856	0.08340657146
857	0.08339045315
858	0.08333455481
859	0.08327856668
860	0.08322309107
861	0.08321364883
862	0.08317061629
863	0.08313333752
864	0.08310082161
865	0.08309040695
866	0.0830262914
867	0.0830054461
868	0.0829668569
869	0.0829611382
870	0.08292437558
871	0.08290854597
872	0.08286497762
873	0.0828271638
874	0.08280255597
875	0.08278464579
876	0.08273603365
877	0.08269928166
878	0.08263081016
879	0.08258419072
880	0.08255629414
881	0.08249529576
882	0.08246404117
883	0.08241739357
884	0.08236544731
885	0.08234531957
886	0.08229522963
887	0.0822732502
888	0.08221836804
889	0.08216905917
890	0.08213648916
891	0.08207332523
892	0.08203359573
893	0.08200195303
894	0.08198323097
895	0.08195099018
896	0.0818924728
897	0.0818708962
898	0.08184258133
899	0.0817971359
900	0.08175506233
901	0.08173351858
902	0.08168762294
903	0.08164227873
904	0.08159129701
905	0.08155393448
906	0.08149644058
907	0.08145223051
908	0.08142776099
909	0.08139167853
910	0.08132203595
911	0.08128157968
912	0.08127426327
913	0.08126647522
914	0.08125990879
915	0.08123497233
916	0.0812081199
917	0.08115660946
918	0.08111031701
919	0.08106799583
920	0.08103524891
921	0.08098893362
922	0.08098381818
923	0.08093686046
924	0.08090492906
925	0.08084308934
926	0.08080942168
927	0.0807724181
928	0.0807658359
929	0.08073654417
930	0.080681316
931	0.08065913671
932	0.08062916876
933	0.08056624046
934	0.08051961515
935	0.08044988819
936	0.08041340323
937	0.08039163213
938	0.08038450495
939	0.08037723702
940	0.08032036069
941	0.08027263342
942	0.08025096167
943	0.08023025868
944	0.08019124826
945	0.08017974675
946	0.08015866624
947	0.08013676017
948	0.08010842638
949	0.08004658556
950	0.07998616017
951	0.07992868774
952	0.07990136885
953	0.07988540521
954	0.07983949227
955	0.07980199624
956	0.07975882723
957	0.07971209398
958	0.0796827828
959	0.07966201752
960	0.07962561228
961	0.07961694684
962	0.07957505573
963	0.07953878253
964	0.07951920341
965	0.0794841746
966	0.07943112086
967	0.07936178625
968	0.07933449498
969	0.07929885001
970	0.07925976941
971	0.07920893598
972	0.07915537667
973	0.07914847176
974	0.07911581195
975	0.07907843584
976	0.07902707359
977	0.078985717
978	0.07897023346
979	0.07896446528
980	0.07891358492
981	0.07886913147
982	0.07883737948
983	0.07879365638
984	0.07876199436
985	0.07871856519
986	0.07868605436
987	0.07863934846
988	0.07861965976
989	0.07861405244
990	0.07857229071
991	0.07853446466
992	0.07847769401
993	0.07844580123
994	0.07840751583
995	0.07838484861
996	0.07834080771
997	0.07829445817
998	0.07826888868
999	0.07821054559
1000	0.07816182714
1001	0.07811970835
1002	0.078092038
1003	0.07805386434
1004	0.07804695644
1005	0.07802026431
1006	0.07799606907
1007	0.07797705053
1008	0.07793589841
1009	0.07791296127
1010	0.07787079284
1011	0.0778437268
1012	0.07779767731
1013	0.07775978915
1014	0.07773534249
1015	0.07770372427
1016	0.07767829477
1017	0.07767226502
1018	0.077647
1019	0.07760523873
1020	0.07755673981
1021	0.07755048605
1022	0.07748733816
1023	0.07745516594
1024	0.07741050068
1025	0.07737536167
1026	0.07731458705
1027	0.07726649761
1028	0.07722658209
1029	0.07718789386
1030	0.07718183628
1031	0.07716005792
1032	0.07712096132
1033	0.07707543558
1034	0.07702778291
1035	0.07699852305
1036	0.07697066396
1037	0.07694923905
1038	0.07690120592
1039	0.07684932327
1040	0.07682386931
1041	0.07680951045
1042	0.07673564329
1043	0.07666996968
1044	0.07662252542
1045	0.07658845958
1046	0.07656563893
1047	0.07653589029
1048	0.07649412013
1049	0.07647382677
1050	0.07641808743
1051	0.07635205684
1052	0.07631183445
1053	0.07626445726
1054	0.07622070304
1055	0.07618573225
1056	0.0761397796
1057	0.07611721346
1058	0.07605867276
1059	0.07600047806
1060	0.07596607084
1061	0.07593682097
1062	0.07590002751
1063	0.07586797058
1064	0.07581958823
1065	0.07581060948
1066	0.07576862095
1067	0.07572619859
1068	0.07567656551
1069	0.07562004254
1070	0.07558590792
1071	0.07555711193
1072	0.07555149158
1073	0.07551703397
1074	0.07551149865
1075	0.07546960032
1076	0.07544118598
1077	0.07543221805
1078	0.07540771793
1079	0.07536419986
1080	0.07533444313
1081	0.07531272275
1082	0.07527370353
1083	0.07526745319
1084	0.07523895154
1085	0.07519081429
1086	0.07515635558
1087	0.07513292273
1088	0.07506554681
1089	0.07505481401
1090	0.07502201628
1091	0.07498429565
1092	0.0749550947
1093	0.07494148116
1094	0.07491887242
1095	0.0748897109
1096	0.07486232207
1097	0.07483448426
1098	0.07478515812
1099	0.07475134002
1100	0.07471775701
1101	0.07469189662
1102	0.07467858404
1103	0.0746659572
1104	0.07464418422
1105	0.07460937742
1106	0.07458037208
1107	0.07454062016
1108	0.0745344532
1109	0.07451331731
1110	0.07446930527
1111	0.07443442849
1112	0.07439446095
1113	0.07438420546
1114	0.07437654946
1115	0.07435283963
1116	0.07431577368
1117	0.07427896787
1118	0.07424833569
1119	0.07422591847
1120	0.07422142561
1121	0.0741671758
1122	0.07411929329
1123	0.07407229098
1124	0.07403531881
1125	0.07402962061
1126	0.07398685773
1127	0.07396513794
1128	0.07395201444
1129	0.07394631959
1130	0.07391019636
1131	0.07390428155
1132	0.07386679868
1133	0.07386285162
1134	0.0738325529
1135	0.07379817447
1136	0.07379254742
1137	0.07376794046
1138	0.07376348128
1139	0.0737366385
1140	0.07371642219
1141	0.07367580257
1142	0.07362379027
1143	0.07359027402
1144	0.07357116766
1145	0.07354281938
1146	0.07350734687
1147	0.07346288497
1148	0.07344358639
1149	0.07339789482
1150	0.0733729398
1151	0.07334349933
1152	0.07331429164
1153	0.0732799427
1154	0.07323912005
1155	0.073210589
1156	0.07315798321
1157	0.07311745848
1158	0.0731083852
1159	0.07306915334
1160	0.07302973874
1161	0.0730116866
1162	0.07297571866
1163	0.07294421094
1164	0.07290174592
1165	0.07285572843
1166	0.07281673646
1167	0.07279655973
1168	0.07276331352
1169	0.07275333979
1170	0.07270297148
1171	0.07266238412
1172	0.07262412756
1173	0.07257726666
1174	0.07254760543
1175	0.07249539475
1176	0.07244542047
1177	0.07241829809
1178	0.07238323239
1179	0.07233534904
1180	0.07229342753
1181	0.07224776251
1182	0.07223015693
1183	0.07221550936
1184	0.07218443659
1185	0.07213475992
1186	0.07209877206
1187	0.07206558317
1188	0.07203325941
1189	0.07199858773
1190	0.07196662873
1191	0.07192464024
1192	0.07189974095
1193	0.07185109195
1194	0.07181937849
1195	0.07177714017
1196	0.07174703744
1197	0.07171360649
1198	0.0716769597
1199	0.0716322548
1200	0.07162689862
1201	0.07162274338
1202	0.07160363326
1203	0.07156782528
1204	0.07153764057
1205	0.07149979711
1206	0.0714538365
1207	0.07144397452
1208	0.07143731376
1209	0.0714208632
1210	0.07141560558
1211	0.07138853035
1212	0.07135347527
1213	0.07129275819
1214	0.07125872698
1215	0.07123228263
1216	0.07120488185
1217	0.07117463437
1218	0.07115075243
1219	0.07114558602
1220	0.07110567801
1221	0.07108321392
1222	0.07107853928
1223	0.07104375954
1224	0.07101348044
1225	0.07098038968
1226	0.07096077388
1227	0.07094480398
1228	0.07090215875
1229	0.07086288207
1230	0.0708390462
1231	0.07081318235
1232	0.07080059626
1233	0.07076865483
1234	0.07073724834
1235	0.07071764718
1236	0.07066991577
1237	0.07062860279
1238	0.07059054232
1239	0.07058403918
1240	0.07058012255
1241	0.07054650565
1242	0.07051777154
1243	0.07048268243
1244	0.07043047902
1245	0.07041680682
1246	0.07037938936
1247	0.07035834211
1248	0.07033330903
1249	0.07030344284
1250	0.07027578665
1251	0.07026244308
1252	0.07022266562
1253	0.07020086524
1254	0.07019452448
1255	0.07017749157
1256	0.07014674508
1257	0.07011064379
1258	0.07007464901
1259	0.0700422631
1260	0.06999924216
1261	0.06995349986
1262	0.06992824314
1263	0.0699127394
1264	0.06987739328
1265	0.06987403831
1266	0.06983254445
1267	0.06979855407
1268	0.06976309176
1269	0.06973724005
1270	0.06970670277
1271	0.0696487376
1272	0.06961467963
1273	0.06961135897
1274	0.06956869317
1275	0.06953026629
1276	0.06948672264
1277	0.06946766477
1278	0.06941168207
1279	0.06938151619
1280	0.06934579956
1281	0.06931127554
1282	0.06928644349
1283	0.06925838523
1284	0.0692141025
1285	0.06918331782
1286	0.06913775299
1287	0.0691339087
1288	0.06909323779
1289	0.06906278302
1290	0.06903854132
1291	0.06900853202
1292	0.06896744089
1293	0.06893216311
1294	0.06891064768
1295	0.06888312621
1296	0.06885813403
1297	0.06882763056
1298	0.0687926866
1299	0.06873487697
1300	0.06871226409
1301	0.06869486763
1302	0.06866751696
1303	0.06862301473
1304	0.06860635074
1305	0.06858252115
1306	0.06856818929
1307	0.06853614123
1308	0.06850928607
1309	0.06849534208
1310	0.06849051549
1311	0.06845690992
1312	0.06844447184
1313	0.0684413021
1314	0.06841975609
1315	0.06841665911
1316	0.06838781301
1317	0.06838390243
1318	0.0683502816
1319	0.06832495243
1320	0.06828652667
1321	0.0682377859
1322	0.06821366827
1323	0.06818117709
1324	0.06814719533
1325	0.06811796017
1326	0.06811040079
1327	0.06805587359
1328	0.06802138637
1329	0.06799042057
1330	0.06798635251
1331	0.06795788276
1332	0.06792471339
1333	0.06791714066
1334	0.06788129245
1335	0.06785007875
1336	0.06784114526
1337	0.06781937569
1338	0.06778420113
1339	0.06775173856
1340	0.06770718112
1341	0.06767370504
1342	0.0676366867
1343	0.06761055406
1344	0.06756807424
1345	0.06754511762
1346	0.06754048944
1347	0.06749376619
1348	0.06745843064
1349	0.06743162171
1350	0.06738819023
1351	0.0673619714
1352	0.06735104772
1353	0.06732015921
1354	0.0672869367
1355	0.06725772756
1356	0.06721957317
1357	0.06718414746
1358	0.06717495766
1359	0.06714223825
1360	0.06711070645
1361	0.06707956447
1362	0.06705181237
1363	0.06702359674
1364	0.06700694808
1365	0.06699538157
1366	0.06695750796
1367	0.06693487929
1368	0.06689857451
1369	0.06687272974
1370	0.06684510559
1371	0.06680804169
1372	0.06675383913
1373	0.06672669217
1374	0.06671488458
1375	0.06667742369
1376	0.06667435528
1377	0.06664609139
1378	0.06661594859
1379	0.0665791447
1380	0.06655040912
1381	0.06652337004
1382	0.06649118795
1383	0.06645050569
1384	0.06642102147
1385	0.06641388593
1386	0.0663812639
1387	0.06636287237
1388	0.06631697076
1389	0.06628869488
1390	0.06626094659
1391	0.06622851995
1392	0.06620336651
1393	0.06617607528
1394	0.0661300267
1395	0.06611887402
1396	0.06607562867
1397	0.06604674851
1398	0.06602111247
1399	0.06601226114
1400	0.06597394581
1401	0.06593888459
1402	0.06592955557
1403	0.06590103388
1404	0.06589088967
1405	0.06585386359
1406	0.06583451154
1407	0.06581032421
1408	0.06580305338
1409	0.06577617582
1410	0.06574881825
1411	0.06572499721
1412	0.06570099895
1413	0.06569381686
1414	0.06567633555
1415	0.06567303548
1416	0.06563513035
1417	0.06560497455
1418	0.06557699925
1419	0.06554993221
1420	0.06552647299
1421	0.06550545197
1422	0.06546942398
1423	0.06546442283
1424	0.06543168088
1425	0.06539341801
1426	0.06539040531
1427	0.06535914955
1428	0.06535482686
1429	0.06532019556
1430	0.0652887762
1431	0.06526204879
1432	0.06522654734
1433	0.06521196493
1434	0.06518151424
1435	0.06514462513
1436	0.06510968899
1437	0.06508262536
1438	0.06505266887
1439	0.06504884678
1440	0.06502225261
1441	0.06498423269
1442	0.06495708117
1443	0.06493079087
1444	0.06489372693
1445	0.06486947539
1446	0.064848339
1447	0.06480239601
1448	0.0647691333
1449	0.06473779198
1450	0.06472599832
1451	0.06470008112
1452	0.06468383946
1453	0.06466539322
1454	0.06465413611
1455	0.06463758674
1456	0.06463299772
1457	0.06462725849
1458	0.06458480767
1459	0.0645512001
1460	0.06453260649
1461	0.06451218183
1462	0.06449669215
1463	0.06446087311
1464	0.06443239673
1465	0.06440869177
1466	0.06437414103
1467	0.06435178221
1468	0.06434312095
1469	0.0642973556
1470	0.06428336846
1471	0.06426833678
1472	0.06423623452
1473	0.06420887866
1474	0.06420269509
1475	0.06416452003
1476	0.06414385914
1477	0.06411953246
1478	0.06411597069
1479	0.06408559892
1480	0.06406427313
1481	0.06402645875
1482	0.06401740056
1483	0.06399361667
1484	0.06396792259
1485	0.06394697506
1486	0.06394294335
1487	0.06392149276
1488	0.06389189742
1489	0.0638667341
1490	0.06384045214
1491	0.06379699466
1492	0.06377017787
1493	0.06374318263
1494	0.06373108889
1495	0.06371501285
1496	0.06371179592
1497	0.06367543543
1498	0.06365034569
1499	0.06363631917
1500	0.06360699458
1501	0.06355988735
1502	0.06354832732
1503	0.06351614726
1504	0.06348985296
